image_relative_path,severity_label,source_domain,municipality,province,barangay,latitude,longitude,incident_type,description,weather,review_status
curated/external_trial_accident_severity_image_dataset_v4/images/train/minor/trial_minor_0001.jpg,minor,road_accident,,,,,,vehicular_accident,Approved external production-candidate image for minor.,unknown,approved_production_candidate_external_kaggle_300
curated/external_trial_accident_severity_image_dataset_v4/images/train/minor/trial_minor_0002.jpg,minor,road_accident,,,,,,vehicular_accident,Approved external production-candidate image for minor.,unknown,approved_production_candidate_external_kaggle_300
curated/external_trial_accident_severity_image_dataset_v4/images/train/minor/trial_minor_0003.jpg,minor,road_accident,,,,,,vehicular_accident,Approved external production-candidate image for minor.,unknown,approved_production_candidate_external_kaggle_300
curated/external_trial_accident_severity_image_dataset_v4/images/train/minor/trial_minor_0004.jpg,minor,road_accident,,,,,,vehicular_accident,Approved external production-candidate image for minor.,unknown,approved_production_candidate_external_kaggle_300
curated/external_trial_accident_severity_image_dataset_v4/images/train/minor/trial_minor_0005.jpg,minor,road_accident,,,,,,vehicular_accident,Approved external production-candidate image for minor.,unknown,approved_production_candidate_external_kaggle_300
curated/external_trial_accident_severity_image_dataset_v4/images/train/minor/trial_minor_0006.jpg,minor,road_accident,,,,,,vehicular_accident,Approved external production-candidate image for minor.,unknown,approved_production_candidate_external_kaggle_300
curated/external_trial_accident_severity_image_dataset_v4/images/train/minor/trial_minor_0007.jpg,minor,road_accident,,,,,,vehicular_accident,Approved external production-candidate image for minor.,unknown,approved_production_candidate_external_kaggle_300
curated/external_trial_accident_severity_image_dataset_v4/images/train/minor/trial_minor_0008.jpg,minor,road_accident,,,,,,vehicular_accident,Approved external production-candidate image for minor.,unknown,approved_production_candidate_external_kaggle_300
curated/external_trial_accident_severity_image_dataset_v4/images/train/minor/trial_minor_0009.jpg,minor,road_accident,,,,,,vehicular_accident,Approved external production-candidate image for minor.,unknown,approved_production_candidate_external_kaggle_300
curated/external_trial_accident_severity_image_dataset_v4/images/train/minor/trial_minor_0010.jpg,minor,road_accident,,,,,,vehicular_accident,Approved external production-candidate image for minor.,unknown,approved_production_candidate_external_kaggle_300
curated/external_trial_accident_severity_image_dataset_v4/images/train/minor/trial_minor_0011.jpg,minor,road_accident,,,,,,vehicular_accident,Approved external production-candidate image for minor.,unknown,approved_production_candidate_external_kaggle_300
curated/external_trial_accident_severity_image_dataset_v4/images/train/minor/trial_minor_0012.jpg,minor,road_accident,,,,,,vehicular_accident,Approved external production-candidate image for minor.,unknown,approved_production_candidate_external_kaggle_300
curated/external_trial_accident_severity_image_dataset_v4/images/train/minor/trial_minor_0013.jpg,minor,road_accident,,,,,,vehicular_accident,Approved external production-candidate image for minor.,unknown,approved_production_candidate_external_kaggle_300
curated/external_trial_accident_severity_image_dataset_v4/images/train/minor/trial_minor_0014.jpg,minor,road_accident,,,,,,vehicular_accident,Approved external production-candidate image for minor.,unknown,approved_production_candidate_external_kaggle_300
curated/external_trial_accident_severity_image_dataset_v4/images/train/minor/trial_minor_0015.jpg,minor,road_accident,,,,,,vehicular_accident,Approved external production-candidate image for minor.,unknown,approved_production_candidate_external_kaggle_300
curated/external_trial_accident_severity_image_dataset_v4/images/train/minor/trial_minor_0016.jpg,minor,road_accident,,,,,,vehicular_accident,Approved external production-candidate image for minor.,unknown,approved_production_candidate_external_kaggle_300
curated/external_trial_accident_severity_image_dataset_v4/images/train/minor/trial_minor_0017.jpg,minor,road_accident,,,,,,vehicular_accident,Approved external production-candidate image for minor.,unknown,approved_production_candidate_external_kaggle_300
curated/external_trial_accident_severity_image_dataset_v4/images/train/minor/trial_minor_0018.jpg,minor,road_accident,,,,,,vehicular_accident,Approved external production-candidate image for minor.,unknown,approved_production_candidate_external_kaggle_300
curated/external_trial_accident_severity_image_dataset_v4/images/train/minor/trial_minor_0019.jpg,minor,road_accident,,,,,,vehicular_accident,Approved external production-candidate image for minor.,unknown,approved_production_candidate_external_kaggle_300
curated/external_trial_accident_severity_image_dataset_v4/images/train/minor/trial_minor_0020.jpg,minor,road_accident,,,,,,vehicular_accident,Approved external production-candidate image for minor.,unknown,approved_production_candidate_external_kaggle_300
curated/external_trial_accident_severity_image_dataset_v4/images/train/minor/trial_minor_0021.jpg,minor,road_accident,,,,,,vehicular_accident,Approved external production-candidate image for minor.,unknown,approved_production_candidate_external_kaggle_300
curated/external_trial_accident_severity_image_dataset_v4/images/train/minor/trial_minor_0022.jpg,minor,road_accident,,,,,,vehicular_accident,Approved external production-candidate image for minor.,unknown,approved_production_candidate_external_kaggle_300
curated/external_trial_accident_severity_image_dataset_v4/images/train/minor/trial_minor_0023.jpg,minor,road_accident,,,,,,vehicular_accident,Approved external production-candidate image for minor.,unknown,approved_production_candidate_external_kaggle_300
curated/external_trial_accident_severity_image_dataset_v4/images/train/minor/trial_minor_0024.jpg,minor,road_accident,,,,,,vehicular_accident,Approved external production-candidate image for minor.,unknown,approved_production_candidate_external_kaggle_300
curated/external_trial_accident_severity_image_dataset_v4/images/train/minor/trial_minor_0025.jpg,minor,road_accident,,,,,,vehicular_accident,Approved external production-candidate image for minor.,unknown,approved_production_candidate_external_kaggle_300
curated/external_trial_accident_severity_image_dataset_v4/images/train/minor/trial_minor_0026.jpg,minor,road_accident,,,,,,vehicular_accident,Approved external production-candidate image for minor.,unknown,approved_production_candidate_external_kaggle_300
curated/external_trial_accident_severity_image_dataset_v4/images/train/minor/trial_minor_0027.jpg,minor,road_accident,,,,,,vehicular_accident,Approved external production-candidate image for minor.,unknown,approved_production_candidate_external_kaggle_300
curated/external_trial_accident_severity_image_dataset_v4/images/train/minor/trial_minor_0028.jpg,minor,road_accident,,,,,,vehicular_accident,Approved external production-candidate image for minor.,unknown,approved_production_candidate_external_kaggle_300
curated/external_trial_accident_severity_image_dataset_v4/images/train/minor/trial_minor_0029.jpg,minor,road_accident,,,,,,vehicular_accident,Approved external production-candidate image for minor.,unknown,approved_production_candidate_external_kaggle_300
curated/external_trial_accident_severity_image_dataset_v4/images/train/minor/trial_minor_0030.jpg,minor,road_accident,,,,,,vehicular_accident,Approved external production-candidate image for minor.,unknown,approved_production_candidate_external_kaggle_300
curated/external_trial_accident_severity_image_dataset_v4/images/train/minor/trial_minor_0031.jpg,minor,road_accident,,,,,,vehicular_accident,Approved external production-candidate image for minor.,unknown,approved_production_candidate_external_kaggle_300
curated/external_trial_accident_severity_image_dataset_v4/images/train/minor/trial_minor_0032.jpg,minor,road_accident,,,,,,vehicular_accident,Approved external production-candidate image for minor.,unknown,approved_production_candidate_external_kaggle_300
curated/external_trial_accident_severity_image_dataset_v4/images/train/minor/trial_minor_0033.jpg,minor,road_accident,,,,,,vehicular_accident,Approved external production-candidate image for minor.,unknown,approved_production_candidate_external_kaggle_300
curated/external_trial_accident_severity_image_dataset_v4/images/train/minor/trial_minor_0034.jpg,minor,road_accident,,,,,,vehicular_accident,Approved external production-candidate image for minor.,unknown,approved_production_candidate_external_kaggle_300
curated/external_trial_accident_severity_image_dataset_v4/images/train/minor/trial_minor_0035.jpg,minor,road_accident,,,,,,vehicular_accident,Approved external production-candidate image for minor.,unknown,approved_production_candidate_external_kaggle_300
curated/external_trial_accident_severity_image_dataset_v4/images/train/minor/trial_minor_0036.jpg,minor,road_accident,,,,,,vehicular_accident,Approved external production-candidate image for minor.,unknown,approved_production_candidate_external_kaggle_300
curated/external_trial_accident_severity_image_dataset_v4/images/train/minor/trial_minor_0037.jpg,minor,road_accident,,,,,,vehicular_accident,Approved external production-candidate image for minor.,unknown,approved_production_candidate_external_kaggle_300
curated/external_trial_accident_severity_image_dataset_v4/images/train/minor/trial_minor_0038.jpg,minor,road_accident,,,,,,vehicular_accident,Approved external production-candidate image for minor.,unknown,approved_production_candidate_external_kaggle_300
curated/external_trial_accident_severity_image_dataset_v4/images/train/minor/trial_minor_0039.jpg,minor,road_accident,,,,,,vehicular_accident,Approved external production-candidate image for minor.,unknown,approved_production_candidate_external_kaggle_300
curated/external_trial_accident_severity_image_dataset_v4/images/train/minor/trial_minor_0040.jpg,minor,road_accident,,,,,,vehicular_accident,Approved external production-candidate image for minor.,unknown,approved_production_candidate_external_kaggle_300
curated/external_trial_accident_severity_image_dataset_v4/images/train/minor/trial_minor_0041.jpg,minor,road_accident,,,,,,vehicular_accident,Approved external production-candidate image for minor.,unknown,approved_production_candidate_external_kaggle_300
curated/external_trial_accident_severity_image_dataset_v4/images/train/minor/trial_minor_0042.jpg,minor,road_accident,,,,,,vehicular_accident,Approved external production-candidate image for minor.,unknown,approved_production_candidate_external_kaggle_300
curated/external_trial_accident_severity_image_dataset_v4/images/train/minor/trial_minor_0043.jpg,minor,road_accident,,,,,,vehicular_accident,Approved external production-candidate image for minor.,unknown,approved_production_candidate_external_kaggle_300
curated/external_trial_accident_severity_image_dataset_v4/images/train/minor/trial_minor_0044.jpg,minor,road_accident,,,,,,vehicular_accident,Approved external production-candidate image for minor.,unknown,approved_production_candidate_external_kaggle_300
curated/external_trial_accident_severity_image_dataset_v4/images/train/minor/trial_minor_0045.jpg,minor,road_accident,,,,,,vehicular_accident,Approved external production-candidate image for minor.,unknown,approved_production_candidate_external_kaggle_300
curated/external_trial_accident_severity_image_dataset_v4/images/train/minor/trial_minor_0046.jpg,minor,road_accident,,,,,,vehicular_accident,Approved external production-candidate image for minor.,unknown,approved_production_candidate_external_kaggle_300
curated/external_trial_accident_severity_image_dataset_v4/images/train/minor/trial_minor_0047.jpg,minor,road_accident,,,,,,vehicular_accident,Approved external production-candidate image for minor.,unknown,approved_production_candidate_external_kaggle_300
curated/external_trial_accident_severity_image_dataset_v4/images/train/minor/trial_minor_0048.jpg,minor,road_accident,,,,,,vehicular_accident,Approved external production-candidate image for minor.,unknown,approved_production_candidate_external_kaggle_300
curated/external_trial_accident_severity_image_dataset_v4/images/train/minor/trial_minor_0049.jpg,minor,road_accident,,,,,,vehicular_accident,Approved external production-candidate image for minor.,unknown,approved_production_candidate_external_kaggle_300
curated/external_trial_accident_severity_image_dataset_v4/images/train/minor/trial_minor_0050.jpg,minor,road_accident,,,,,,vehicular_accident,Approved external production-candidate image for minor.,unknown,approved_production_candidate_external_kaggle_300
curated/external_trial_accident_severity_image_dataset_v4/images/train/minor/trial_minor_0051.jpg,minor,road_accident,,,,,,vehicular_accident,Approved external production-candidate image for minor.,unknown,approved_production_candidate_external_kaggle_300
curated/external_trial_accident_severity_image_dataset_v4/images/train/minor/trial_minor_0052.jpg,minor,road_accident,,,,,,vehicular_accident,Approved external production-candidate image for minor.,unknown,approved_production_candidate_external_kaggle_300
curated/external_trial_accident_severity_image_dataset_v4/images/train/minor/trial_minor_0053.jpg,minor,road_accident,,,,,,vehicular_accident,Approved external production-candidate image for minor.,unknown,approved_production_candidate_external_kaggle_300
curated/external_trial_accident_severity_image_dataset_v4/images/train/minor/trial_minor_0054.jpg,minor,road_accident,,,,,,vehicular_accident,Approved external production-candidate image for minor.,unknown,approved_production_candidate_external_kaggle_300
curated/external_trial_accident_severity_image_dataset_v4/images/train/minor/trial_minor_0055.jpg,minor,road_accident,,,,,,vehicular_accident,Approved external production-candidate image for minor.,unknown,approved_production_candidate_external_kaggle_300
curated/external_trial_accident_severity_image_dataset_v4/images/train/minor/trial_minor_0056.jpg,minor,road_accident,,,,,,vehicular_accident,Approved external production-candidate image for minor.,unknown,approved_production_candidate_external_kaggle_300
curated/external_trial_accident_severity_image_dataset_v4/images/train/minor/trial_minor_0057.jpg,minor,road_accident,,,,,,vehicular_accident,Approved external production-candidate image for minor.,unknown,approved_production_candidate_external_kaggle_300
curated/external_trial_accident_severity_image_dataset_v4/images/train/minor/trial_minor_0058.jpg,minor,road_accident,,,,,,vehicular_accident,Approved external production-candidate image for minor.,unknown,approved_production_candidate_external_kaggle_300
curated/external_trial_accident_severity_image_dataset_v4/images/train/minor/trial_minor_0059.jpg,minor,road_accident,,,,,,vehicular_accident,Approved external production-candidate image for minor.,unknown,approved_production_candidate_external_kaggle_300
curated/external_trial_accident_severity_image_dataset_v4/images/train/minor/trial_minor_0060.jpg,minor,road_accident,,,,,,vehicular_accident,Approved external production-candidate image for minor.,unknown,approved_production_candidate_external_kaggle_300
curated/external_trial_accident_severity_image_dataset_v4/images/train/minor/trial_minor_0061.jpg,minor,road_accident,,,,,,vehicular_accident,Approved external production-candidate image for minor.,unknown,approved_production_candidate_external_kaggle_300
curated/external_trial_accident_severity_image_dataset_v4/images/train/minor/trial_minor_0062.jpg,minor,road_accident,,,,,,vehicular_accident,Approved external production-candidate image for minor.,unknown,approved_production_candidate_external_kaggle_300
curated/external_trial_accident_severity_image_dataset_v4/images/train/minor/trial_minor_0063.jpg,minor,road_accident,,,,,,vehicular_accident,Approved external production-candidate image for minor.,unknown,approved_production_candidate_external_kaggle_300
curated/external_trial_accident_severity_image_dataset_v4/images/train/minor/trial_minor_0064.jpg,minor,road_accident,,,,,,vehicular_accident,Approved external production-candidate image for minor.,unknown,approved_production_candidate_external_kaggle_300
curated/external_trial_accident_severity_image_dataset_v4/images/train/minor/trial_minor_0065.jpg,minor,road_accident,,,,,,vehicular_accident,Approved external production-candidate image for minor.,unknown,approved_production_candidate_external_kaggle_300
curated/external_trial_accident_severity_image_dataset_v4/images/train/minor/trial_minor_0066.jpg,minor,road_accident,,,,,,vehicular_accident,Approved external production-candidate image for minor.,unknown,approved_production_candidate_external_kaggle_300
curated/external_trial_accident_severity_image_dataset_v4/images/train/minor/trial_minor_0067.jpg,minor,road_accident,,,,,,vehicular_accident,Approved external production-candidate image for minor.,unknown,approved_production_candidate_external_kaggle_300
curated/external_trial_accident_severity_image_dataset_v4/images/train/minor/trial_minor_0068.jpg,minor,road_accident,,,,,,vehicular_accident,Approved external production-candidate image for minor.,unknown,approved_production_candidate_external_kaggle_300
curated/external_trial_accident_severity_image_dataset_v4/images/train/minor/trial_minor_0069.jpg,minor,road_accident,,,,,,vehicular_accident,Approved external production-candidate image for minor.,unknown,approved_production_candidate_external_kaggle_300
curated/external_trial_accident_severity_image_dataset_v4/images/train/minor/trial_minor_0070.jpg,minor,road_accident,,,,,,vehicular_accident,Approved external production-candidate image for minor.,unknown,approved_production_candidate_external_kaggle_300
curated/external_trial_accident_severity_image_dataset_v4/images/train/minor/trial_minor_0071.jpg,minor,road_accident,,,,,,vehicular_accident,Approved external production-candidate image for minor.,unknown,approved_production_candidate_external_kaggle_300
